movieid,Gross,USD,Title,Year,Genre,Budget,Gross Revenue,Additional Data,Copyright,Currency,Unnamed: 6,Profit / Loss,% Profit / Loss 
2088412,"GR: USD 54,215,416 (USA)",54215416,La Bamba (1987),1987,Biography,6500000,54215416,"63,285 (Sweden)",,USD,,47715416,734.0833231
2095288,"GR: USD 259,127 (USA) (12 December 1999)",259127,La leggenda del pianista sull'oceano (1998),1998,Drama,9000000,259127,"25,224 (France) (18 January 2000) | 15,084 (Netherlands) (31 December 2000) | 10,571 (Netherlands) (31 December 1999)","Medusa, 1999 (on print)",USD,,-8740873,-97.12081111
2103144,"GR: USD 12,729,917 (USA)",12729917,Labyrinth (1986),1986,Adventure,25000000,12729917,"854,634 (Spain)",© 1986 Labyrinth Enterprises,USD,,-12270083,-49.080332
2103866,"GR: USD 93,600,000 (USA) (1987)",93600000,Lady and the Tramp (1955),1955,Adventure,4000000,93600000,"413,813 (Germany) (11 August 1997) (re-release) | 388,394 (Germany) (4 August 1997) (re-release) | 332,397 (Germany) (28 July 1997) (re-release) | 258,346 (Germany) (21 July 1997) (re-release) | 160,238 (Germany) (14 July 1997) (re-release) | 104,807 (Germany) (7 July 1997) (re-release) | 23,659 (Portugal) (17 July 1997) (re-release) | 18,132 (Portugal) (10 July 1997) (re-release) | 10,556 (Portugal) (3 July 1997) (re-release) (opening week)",Walt Disney Productions; 28 February 1955; LP4675 (in copyright registry),USD,,89600000,2240
2104410,"GR: USD 31,768,374 (USA) (31 October 1999)",31768374,Lake Placid (1999),1999,Action,27000000,31768374,"32,867 (Netherlands) (31 December 2000) | 382,794 (Spain)",© 1999 Phoenix Pictures Inc. All Rights Reserved (on print),USD,,4768374,17.66064444
2105754,"GR: USD 8,289,972 (USA) (15 December 1996)",8289972,Larger Than Life (1996),1996,Comedy,30000000,8289972,"24,192 (Germany)","© 1996 United Artists Pictures, Inc.",USD,,-21710028,-72.36676
2106940,"GR: USD 49,946,994 (USA) (6 September 1993)",49946994,Last Action Hero (1993),1993,Action,70000000,49946994,"125,110 (Sweden)","Columbia Pictures Industries, Inc.",USD,,-20053006,-28.64715143
2107343,"GR: USD 18,127,448 (USA) (22 December 1996)",18127448,Last Man Standing (1996),1996,Action,67000000,18127448,"256,766 (France) (25 March 1997) | 285,297 (Germany) (17 November 1996) | 112,282 (Germany) (3 November 1996) | 35,098 (Netherlands) (1 January 1997) | 52,474 (Portugal) (5 December 1996) | 42,163 (Portugal) (28 November 1996) | 27,535 (Portugal) (21 November 1996) | 243,192 (Spain)",,USD,,-48872552,-72.94410746
2109065,"GR: USD 106,292 (USA) (1 November 1998)",106292,Lawn Dogs (1997),1997,Drama,8000000,106292,,1997 Rank Film Distributors Limited,USD,,-7893708,-98.67135
2109093,"GR: USD 342,481 (USA) (27 October 2002)",342481,Lawrence of Arabia (1962),1962,Adventure,15000000,342481,,Horizon Pictures (G.B.) Limited; 19 December 1962; LP25769 (in copyright registry),USD,,-14657519,-97.71679333
2113512,"GR: USD 153,141 (USA) (7 September 2008)",153141,Le M�pris (1963),1963,Drama,900000,153141,"1,597,000 (France) | 5,841 (Germany) (2002)",© 1963 StudioCanal Image/Compagnia Cinematographica Champion S.P.A.,USD,,-746859,-82.98433333
2116072,"GR: USD 9,473,382 (USA) (14 November 1999)",9473382,Le violon rouge (1998),1998,Drama,10000000,9473382,"6,047 (Netherlands) (31 December 2000) | 5,825 (Netherlands) (31 December 1999)",1998 Red Violin Productions Limited - Sidecar Films and TV Srl - Mikado Film Srl,USD,,-526618,-5.26618
2116736,"GR: USD 10,713,605 (USA) (12 October 1997)",10713605,Leave It to Beaver (1997),1997,Comedy,15000000,10713605,,,USD,,-4286395,-28.57596667
2117637,"GR: USD 12,297,710 (USA) (11 May 1986)",12297710,Legend (1985),1985,Adventure,30000000,12297710,,"Copyright © MCMLXXXV by Universal City Studios, Inc",USD,,-17702290,-59.00763333
2117874,"GR: USD 66,528,842 (USA)",66528842,Legends of the Fall (1994),1994,Drama,30000000,66528842,"1,238,650 (France) (30 May 1995) | 1,537,884 (Germany) (31 December 1995) | 186,300 (Israel) | 94,329 (Sweden)","Copyright © 1994 TriStar Pictures, Inc. All Rights Reserved (on print)",USD,,36528842,121.7628067
2119425,"GR: USD 117,569 (USA) (1 August 1999)",117569,Les amants du Pont-Neuf (1991),1991,Drama,28000000,117569,"868,000 (France) (1991) | 122,286 (Spain) (1993)",,USD,,-27882431,-99.58011071
2124355,"GR: USD 65,207,127 (USA)",65207127,Lethal Weapon (1987),1987,Action,15000000,65207127,"456,194 (Sweden)",© 1987 Warner Bros. Inc.,USD,,50207127,334.71418
2124358,"GR: USD 144,731,527 (USA)",144731527,Lethal Weapon 3 (1992),1992,Action,35000000,144731527,,© 1992 Warner Bros. Inc.,USD,,109731527,313.5186486
2124359,"GR: USD 129,734,803 (USA) (1 November 1998)",129734803,Lethal Weapon 4 (1998),1998,Action,140000000,129734803,"2,080,792 (Germany) (13 September 1998) | 1,900,475 (Germany) (6 September 1998) | 1,125,845 (Germany) (23 August 1998) | 512,502 (Germany) (16 August 1998) (opening week) | 508,030 (Netherlands) (31 December 1999) | 507,980 (Netherlands) (31 December 1998) | 332,229 (Sweden) (31 December 1998)",,USD,,-10265197,-7.332283571
2124260,"GR: USD 417,827 (USA) (27 September 1998)",417827,Let's Talk About Sex (1998),1998,Drama,300000,417827,,,USD,,117827,39.27566667
2125443,"GR: USD 181,395,380 (USA) (12 October 1997)",181395380,Liar Liar (1997),1997,Comedy,45000000,181395380,"1,411,875 (France) (29 July 1997) | 845,332 (France) (opening week) | 1,633,998 (Germany) (21 July 1997) | 1,561,517 (Germany) (14 July 1997) | 1,500,226 (Germany) (7 July 1997) | 1,359,732 (Germany) (30 June 1997) | 1,187,411 (Germany) (23 June 1997) | 932,234 (Germany) (16 June 1997) | 689,558 (Germany) (9 June 1997) | 381,442 (Germany) (opening week) | 683,808 (Netherlands) (1 January 1998) | 356,170 (Portugal) (31 July 1997) | 350,702 (Portugal) (24 July 1997) | 342,839 (Portugal) (17 July 1997) | 333,657 (Portugal) (10 July 1997) | 320,934 (Portugal) (3 July 1997) | 303,144 (Portugal) (26 June 1997) | 279,352 (Portugal) (19 June 1997) | 250,420 (Portugal) (12 June 1997) | 200,464 (Portugal) (5 June 1997) | 152,574 (Portugal) (29 May 1997) | 80,914 (Portugal) (22 May 1997)","Universal City Studios, Inc.",USD,,136395380,303.1008444
2125784,"GR: USD 33,197,509 (USA) (4 September 1989)",33197509,Licence to Kill (1989),1989,Action,32000000,33197509,"8,700,000 (USA) | 936,050 (Sweden)",© 1989 Danjaq S.A. and United Artists Company,USD,,1197509,3.742215625
2127239,"GR: USD 646,124 (USA) (24 October 2004)",646124,Life of Brian (1979),1979,Comedy,4000000,646124,"2,720,134 (Spain) (10 August 2002) | 480,273 (Sweden)",Python (Monty) Pictures Ltd.,USD,,-3353876,-83.8469
2127575,"GR: USD 11,603,545 (USA) (28 July 1985)",11603545,Lifeforce (1985),1985,Horror,25000000,11603545,,Easedram Limited (1985),USD,,-13396455,-53.58582
2127843,"GR: USD 5,871,603 (USA) (16 January 2000)",5871603,Light It Up (1999),1999,Drama,13000000,5871603,"4,016 (Spain) (10 August 2002) | 2,500 (Spain) (25 June 2001)",,USD,,-7128397,-54.83382308
2128890,"GR: USD 1,997,807 (USA) (15 August 1999)",1997807,Limbo (1999),1999,Adventure,8000000,1997807,,,USD,,-6002193,-75.0274125
2130342,"GR: USD 31,559,552 (USA)",31559552,Little Big Man (1970),1970,History,15000000,31559552,,Hiller Productions; 9 December 1970; LP39207 (in copyright registry),USD,,16559552,110.3970133
2130468,"GR: USD 4,858,139 (USA)",4858139,Little Buddha (1993),1993,Drama,35000000,4858139,"866,041 (Spain)",,USD,,-30141861,-86.11960286
2131031,"GR: USD 1,095,885 (USA)",1095885,Little Odessa (1994),1994,Crime,2300000,1095885,"109,283 (France) (31 January 1995)",,USD,,-1204115,-52.35282609
2131225,"GR: USD 34,656,704 (USA) (8 February 1987)",34656704,Little Shop of Horrors (1986),1986,Comedy,25000000,34656704,"118,418 (Sweden)",This motion picture © 1986 The Geffen Film Company,USD,,9656704,38.626816
2131430,"GR: USD 50,083,616 (USA)",50083616,Little Women (1994),1994,Drama,15000000,50083616,"276,629 (France) (30 May 1995) | 562,456 (Germany) (1995)","Copyright 1994 COLUMBIA PICTURES INDUSTRIES, INC. (on print)",USD,,35083616,233.8907733
2131729,"GR: USD 35,377,836 (USA)",35377836,Live and Let Die (1973),1973,Action,7000000,35377836,"20,100,000 (USA) | 954,000 (Sweden)",LIVE AND LET DIE Copyright © MCMLXXIII Danjaq S.A. All Rights Reserved,USD,,28377836,405.3976571
2132367,"GR: USD 1,148,752 (USA)",1148752,Living in Oblivion (1995),1995,Comedy,500000,1148752,,"Lemon Sky Productions, Inc.",USD,,648752,129.7504
2132235,"GR: USD 12,902,790 (USA) (28 February 1999)",12902790,Living Out Loud (1998),1998,Comedy,12000000,12902790,"48,030 (Germany) (7 February 1999) (opening week)","New Line Productions, Inc., 1998 (on print)",USD,,902790,7.52325
2134058,"GR: USD 1,060,056 (USA) (22 November 1998)",1060056,Lolita (1997),1997,Drama,58000000,1060056,"41,092 (Germany) (4 January 1998) (opening week) | 9,772 (Netherlands) (31 December 1999)","1997 Lolita Productions, Inc.",USD,,-56939944,-98.17231724
2134388,"GR: USD 13,269,963 (USA) (12 January 1997)",13269963,Lone Star (1996),1996,Drama,5000000,13269963,"2,548 (Netherlands) (31 December 1998) | 2,037 (Netherlands) (1 January 1998) | 19,584 (Spain)",,USD,,8269963,165.39926
2137905,"GR: USD 15,464,026 (USA) (15 October 2000)",15464026,Loser (2000),2000,Comedy,20000000,15464026,"2,565 (Spain) (31 August 2002) | 2,284 (Spain) (30 June 2001)",,USD,,-4535974,-22.67987
2137970,"GR: USD 7,603,766 (USA)",7603766,Losing Isaiah (1995),1995,Drama,17000000,7603766,,,USD,,-9396234,-55.27196471
2138292,"GR: USD 3,796,699 (USA) (20 April 1997)",3796699,Lost Highway (1997),1997,Drama,15000000,3796699,"382,934 (France) (31 December 2001) | 49,322 (Netherlands) (31 December 1998) | 48,328 (Netherlands) (1 January 1998) | 44,643 (Portugal) (22 May 1997) | 33,984 (Portugal) (8 May 1997) | 26,765 (Portugal) (1 May 1997) | 14,756 (Portugal) (24 April 1997)","Lost Highway Productions, Inc., Three Pictures Production Company",USD,,-11203301,-74.68867333
2138727,"GR: USD 69,102,910 (USA) (9 August 1998)",69102910,Lost in Space (1998),1998,Action,80000000,69102910,"145,388 (Brazil) (9 July 1998) (opening week) (145 screens) | 891,320 (Germany) (18 October 1998) | 784,151 (Germany) (12 October 1998) | 129,971 (Netherlands) (31 December 1998)",,USD,,-10897090,-13.6213625
2139396,"GR: USD 27,441,122 (USA) (13 August 2000)",27441122,Love & Basketball (2000),2000,Drama,15000000,27441122,440 (Spain) (25 June 2001),,USD,,12441122,82.94081333
2140922,"GR: USD 212,285 (USA) (27 April 1997)",212285,Love and Other Catastrophes (1996),1996,Comedy,250000,212285,"15,608 (Netherlands) (31 December 1998) | 15,200 (Netherlands) (1 January 1998)",1996 Screwball Five Pty Ltd,USD,,-37715,-15.086
2140530,"GR: USD 2,622,075 (USA) (19 September 1999)",2622075,Love Stinks (1999),1999,Comedy,4000000,2622075,,,USD,,-1377925,-34.448125
2141461,"GR: USD 284,291 (USA) (9 July 2000)",284291,Love's Labour's Lost (2000),2000,Comedy,13000000,284291,,© 'Kenneth Branagh' (qv) and Intermedia Film Equities Ltd 1999,USD,,-12715709,-97.81314615
2147962,"GR: USD 10,556,196 (USA) (11 January 1998)",10556196,Mad City (1997),1997,Drama,50000000,10556196,"22,287 (Germany) (22 February 1998) (opening week)",,USD,,-39443804,-78.887608
2147992,"GR: USD 80,026 (USA) (17 November 1996)",80026,Mad Dog Time (1996),1996,Comedy,8000000,80026,,,USD,,-7919974,-98.999675
2148037,"GR: USD 8,750,000 (USA)",8750000,Mad Max (1979),1979,Action,650000,8750000,"3,241,900 (West Germany) (1981)",© 1979 Mad Max Pty Ltd,USD,,8100000,1246.153846
2148039,"GR: USD 24,600,832 (USA) (17 July 2012)",24600832,Mad Max 2 (1981),1981,Action,2000000,24600832,"266,119 (Sweden) | 1,823,163 (West Germany) (1982)",Copyright © MCMLXXXI KENNEDY MILLER ENTERTAINMENT PTY. LTD AND OTHERS ALL RIGHTS RESERVED,USD,,22600832,1130.0416
2148040,"GR: USD 36,230,219 (USA) (17 July 2012)",36230219,Mad Max Beyond Thunderdome (1985),1985,Action,12305523,36230219,"97,132 (Finland) | 194,588 (Sweden) | 1,065,828 (West Germany) (1985)",Kennedy Miller Productions Pty. Ltd.,USD,,23924696,194.4224232
2148608,"GR: USD 44,942,695 (USA)",44942695,Made in America (1993),1993,Comedy,22000000,44942695,"109,358 (Sweden)",,USD,,22942695,104.2849773
2149158,"GR: USD 15,012,935 (USA)",15012935,Madonna: Truth or Dare (1991),1991,Documentary,4500000,15012935,,"© 1991 Boy Toy, Inc. All Rights Reserved (on print)",USD,,10512935,233.6207778
2150211,"GR: USD 22,450,975 (USA) (14 May 2000)",22450975,Magnolia (1999),1999,Drama,37000000,22450975,"92,738 (Netherlands) (31 December 2001) | 88,743 (Netherlands) (31 December 2000)","New Line Productions, Inc.",USD,,-14549025,-39.32168919
2153014,"GR: USD 48,140,491 (USA) (11 April 1993)",48140491,Malcolm X (1992),1992,Biography,33000000,48140491,,© 1992 Warner Bros. (in the U.S. and Canada),USD,,15140491,45.88027576
2153457,"GR: USD 2,122,561 (USA)",2122561,Mallrats (1995),1995,Comedy,6000000,2122561,"84,683 (Spain)",Copyright © 1995 UNIVERSAL STUDIOS and UNSTABLE MOLECULES,USD,,-3877439,-64.62398333
2154663,"GR: USD 34,580,635 (USA) (20 February 2000)",34580635,Man on the Moon (1999),1999,Biography,52000000,34580635,"14,458 (Netherlands) (31 December 2001) | 14,341 (Netherlands) (31 December 2000)",Copyright © 1999 Universal Studios (on print),USD,,-17419365,-33.49877885
2155689,"GR: USD 11,285,588 (USA)",11285588,Manhattan Murder Mystery (1993),1993,Comedy,13500000,11285588,"1,553,577 (France) | 342,685 (Germany) (31 December 1994) | 698,911 (Spain) | 38,230 (Sweden)","copyright © 1993 TriStar Pictures, Inc. (on print)",USD,,-2214412,-16.40305185
2156231,"GR: USD 502,313 (USA) (22 September 1996)",502313,Manny & Lo (1996),1996,Comedy,500000,502313,,"1996 Manny & Lo Films, LLC",USD,,2313,0.4626
2159085,"GR: USD 43,120,554 (USA) (9 December 1990)",43120554,Marked for Death (1990),1990,Action,12000000,43120554,"50,339 (Sweden)",,USD,,31120554,259.33795
2159587,"GR: USD 37,754,208 (USA) (16 March 1997)",37754208,Mars Attacks! (1996),1996,Comedy,70000000,37754208,"1,951,569 (France) (22 April 1997) | 1,664,028 (France) (25 March 1997) | 216,767 (France) (4 March 1997) (opening week) | 30,156 (France) (26 February 1997) | 719,593 (France) (opening week) | 666,513 (Germany) (24 March 1997) | 576,747 (Germany) (18 March 1997) | 417,147 (Germany) (11 March 1997) | 205,026 (Germany) (opening week) | 55,582 (Netherlands) (31 December 1998) | 55,500 (Netherlands) (1 January 1998) | 101,515 (Portugal) (3 April 1997) | 90,624 (Portugal) (27 March 1997) | 67,789 (Portugal) (20 March 1997) | 44,084 (Portugal) (13 March 1997) | 106,868 (Sweden)",,USD,,-32245792,-46.06541714
2160308,"GR: USD 12,782,508 (USA) (20 April 1997)",12782508,Marvin's Room (1996),1996,Drama,23000000,12782508,"7,005 (Germany) (7 June 1998) (opening week) (re-release) | 471,357 (Germany) (14 July 1997) | 427,796 (Germany) (7 July 1997) | 348,830 (Germany) (30 June 1997) | 256,297 (Germany) (23 June 1997) | 143,851 (Germany) (16 June 1997) | 56,873 (Germany) (opening week) | 32,841 (Netherlands) (31 December 1998) | 31,224 (Netherlands) (1 January 1998) | 11,609 (Portugal) (31 July 1997) | 6,551 (Portugal) (24 July 1997) (opening week)",1996 Miramax Film Corp. (on print),USD,,-10217492,-44.42387826
2160428,"GR: USD 9,396,754 (USA) (23 May 1980)",9396754,Mary Poppins (1964),1964,Comedy,6000000,9396754,"4,317,618 (France) (1965) | 630,000 (Sweden)",© Copyright MCMLXIV Walt Disney Productions (on print); Walt Disney Productions; 18 August 1964; LP28936 (in copyright registry),USD,,3396754,56.61256667
2160436,"GR: USD 5,600,000 (USA)",5600000,Mary Reilly (1996),1996,Drama,47000000,5600000,"3,267 (Netherlands) (31 December 1997) | 3,000 (Netherlands) (1 January 1997) | 17,518 (Portugal) (4 July 1996)","Copyright © 1996 TriStar Pictures, Inc.",USD,,-41400000,-88.08510638
2145942,"GR: USD 73,200,000 (USA)",73200000,MASH (1970),1970,Comedy,3500000,73200000,"1,033,000 (Sweden)",Aspen Productions; 30 December 1969; LP37644 (in copyright registry),USD,,69700000,1991.428571
2162013,"GR: USD 1,680,358 (USA)",1680358,Matewan (1987),1987,Drama,4000000,1680358,,"Cinecom Entertainment Group, Inc.",USD,,-2319642,-57.99105
2162109,"GR: USD 33,084,249 (USA) (1 December 1996)",33084249,Matilda (1996),1996,Comedy,36000000,33084249,"179,770 (Netherlands) (31 December 1997) | 56,264 (Netherlands) (1 January 1997) | 41,080 (Portugal) (2 January 1997) | 19,455 (Portugal) (26 December 1996) | 198,820 (Spain)","Copyright © 1996 TriStar Pictures, Inc.",USD,,-2915751,-8.099308333
2163340,"GR: USD 7,188,513 (USA) (10 August 1986)",7188513,Maximum Overdrive (1986),1986,Action,10000000,7188513,,"© 1986 Dino De Laurentiis Productions, Inc.",USD,,-2811487,-28.11487
2163370,"GR: USD 14,502,483 (USA) (20 October 1996)",14502483,Maximum Risk (1996),1996,Action,25000000,14502483,"403,509 (France) (28 January 1997) | 188,500 (Germany) (26 January 1997) | 342,250 (Germany) (1997) | 115,486 (Portugal) (5 June 1997) | 104,814 (Portugal) (29 May 1997) | 88,820 (Portugal) (22 May 1997) | 42,323 (Portugal) (8 May 1997)",,USD,,-10497517,-41.990068
2164174,"GR: USD 4,529,843 (USA) (25 May 1997)",4529843,McHale's Navy (1997),1997,Action,31190000,4529843,"965,744 (USA) (1997) | 2,355 (Spain)",,USD,,-26660157,-85.47661751
2164624,"GR: USD 90,567,722 (USA) (5 November 2000)",90567722,"Me, Myself & Irene (2000)",2000,Comedy,51000000,90567722,"236,627 (Netherlands) (31 December 2000) | 1,288,046 (Spain) (10 August 2002) | 1,274,616 (Spain) (25 June 2001)",Copyright ©2000 by Twentieth Century Fox Film Corporation All Rights Reserved. (on print),USD,,39567722,77.58376863
2165624,"GR: USD 44,606,335 (USA) (7 February 1999)",44606335,Meet Joe Black (1998),1998,Drama,90000000,44606335,"1,293,754 (Germany) (7 February 1999) | 1,063,140 (Germany) (31 January 1999) | 768,928 (Germany) (24 January 1999) | 167,869 (Netherlands) (31 December 1999)",,USD,,-45393665,-50.43740556
2165765,"GR: USD 4,308,981 (USA) (17 May 1998)",4308981,Meet the Deedles (1998),1998,Comedy,24000000,4308981,,,USD,,-19691019,-82.0459125
2165832,"GR: USD 166,244,045 (USA) (29 March 2001)",166244045,Meet the Parents (2000),2000,Comedy,55000000,166244045,"1,845,892 (Italy) (31 December 2001) | 380,045 (Netherlands) (31 December 2001) | 219,607 (Netherlands) (31 December 2000) | 3,349,066 (Spain) (20 July 2003) | 3,342,321 (Spain) (31 August 2002) | 3,340,542 (Spain) (31 May 2002) | 3,239,642 (Spain) (30 June 2001) | 450,860 (Switzerland)",Universal Pictures and Dreamworks Pictures,USD,,111244045,202.2619
2168207,"GR: USD 250,147,615 (USA) (11 January 1998)",250147615,Men in Black (1997),1997,Comedy,90000000,250147615,"5,799,742 (France) (31 March 1998) | 5,606,673 (France) (28 October 1997) | 5,283,643 (France) (30 September 1997) | 4,137,062 (France) (2 September 1997) | 320,852 (France) (12 August 1997) (opening week) | 71,502 (France) (6 August 1997) (opening day) | 91,963 (France) (6 August 1997) (opening day) | 1,731,371 (France) (opening week) | 7,233,849 (Germany) (17 November 1997) | 7,175,497 (Germany) (10 November 1997) | 7,094,750 (Germany) (3 November 1997) | 6,922,496 (Germany) (27 October 1997) | 6,682,388 (Germany) (20 October 1997) | 6,283,412 (Germany) (13 October 1997) | 5,734,550 (Germany) (5 October 1997) | 4,815,176 (Germany) (29 September 1997) | 3,714,731 (Germany) (22 September 1997) | 1,954,972 (Germany) (15 September 1997) (opening week) | 7,437,000 (Germany) | 730,510 (Netherlands) (31 December 1998) | 730,361 (Netherlands) (1 January 1998) | 309,775 (Portugal) (25 September 1997) | 306,177 (Portugal) (18 September 1997) | 300,234 (Portugal) (11 September 1997) | 290,723 (Portugal) (4 September 1997) | 273,383 (Portugal) (28 August 1997) | 249,971 (Portugal) (21 August 1997) | 220,079 (Portugal) (14 August 1997) | 176,957 (Portugal) (7 August 1997) | 105,668 (Portugal) (31 July 1997) (opening week)","Columbia Pictures Industries, Inc.",USD,,160147615,177.9417944
2168361,"GR: USD 742,032 (USA) (26 April 1998)",742032,Men with Guns (1997/II),1997,Drama,2500000,742032,"1,806 (Netherlands) (31 December 1999)",,USD,,-1757968,-70.31872
2168402,"GR: USD 27,900,000 (USA)",27900000,Menace II Society (1993),1993,Crime,3500000,27900000,,,USD,,24400000,697.1428571
2169199,"GR: USD 32,940,507 (USA) (5 July 1998)",32940507,Mercury Rising (1998),1998,Action,60000000,32940507,"393,860 (Brazil) (9 July 1998) | 215,557 (Brazil) (2 July 1998) (opening week) | 1,098,789 (Germany) (12 July 1998) | 1,012,142 (Germany) (5 July 1998) | 824,162 (Germany) (21 June 1998) | 713,512 (Germany) (15 June 1998) | 304,648 (Germany) (1 June 1998) (opening week) | 133,616 (Netherlands) (31 December 1998)","COPYRIGHT ©1998 UNIVERSAL CITY STUDIOS, INC.",USD,,-27059493,-45.099155
2169865,"GR: USD 52,799,004 (USA) (9 May 1999)",52799004,Message in a Bottle (1999),1999,Drama,80000000,52799004,"210,996 (Netherlands) (31 December 1999)",,USD,,-27200996,-34.001245
2170415,"GR: USD 8,400,000 (USA) (1979)",8400000,Meteor (1979),1979,Action,16000000,8400000,"54,256 (Sweden)",© Copyright MCMLXXIX Meteor Joint Venture All Rights Reserved,USD,,-7600000,-47.5
2170555,"GR: USD 31,987,563 (USA) (27 April 1997)",31987563,Metro (1997),1997,Action,55000000,31987563,"563,807 (France) (29 July 1997) | 297,659 (France) (opening week) | 943,441 (Germany) (16 June 1997) | 907,099 (Germany) (9 June 1997) | 842,525 (Germany) (2 June 1997) | 713,272 (Germany) (26 May 1997) | 550,377 (Germany) (20 May 1997) | 310,115 (Germany) (opening week) | 229,518 (Netherlands) (1 January 1998) | 149,300 (Portugal) (8 May 1997) | 138,765 (Portugal) (1 May 1997) | 116,279 (Portugal) (24 April 1997) | 90,573 (Portugal) (17 April 1997) | 61,343 (Portugal) (10 April 1997)",Caravan Pictures,USD,,-23012437,-41.84079455
2171943,"GR: USD 11,085,316 (USA) (9 March 1997)",11085316,Michael Collins (1996),1996,Biography,28000000,11085316,"18,408 (Netherlands) (31 December 1998) | 18,357 (Netherlands) (1 January 1998) | 157,245 (Portugal) (6 March 1997) | 149,362 (Portugal) (27 February 1997) | 134,153 (Portugal) (20 February 1997) | 79,351 (Portugal) (6 February 1997) | 46,964 (Portugal) (30 January 1997)",,USD,,-16914684,-60.40958571
2172334,"GR: USD 33,864,342 (USA) (21 November 1999)",33864342,Mickey Blue Eyes (1999),1999,Comedy,40000000,33864342,"177,834 (Germany) (7 November 1999) (opening week) | 136,746 (Netherlands) (31 December 2000) | 115,322 (Netherlands) (31 December 1999)",,USD,,-6135658,-15.339145
2172829,"GR: USD 35,000,000 (USA)",35000000,Midnight Express (1978),1978,Biography,2300000,35000000,"275,212 (Sweden)",,USD,,32700000,1421.73913
2173027,"GR: USD 25,078,937 (USA) (15 February 1998)",25078937,Midnight in the Garden of Good and Evil (1997),1997,Crime,30000000,25078937,"4,448 (Netherlands) (31 December 1998)",© 1997 Warner Bros. (on print),USD,,-4921063,-16.40354333
2172947,"GR: USD 38,413,606 (USA)",38413606,Midnight Run (1988),1988,Action,30000000,38413606,"278,885 (Sweden)",,USD,,8413606,28.04535333
2173331,"GR: USD 6,700,000 (USA)",6700000,Mighty Aphrodite (1995),1995,Comedy,15000000,6700000,"908,507 (France) (26 March 1996) | 42,151 (Netherlands) (31 December 1997) | 41,351 (Netherlands) (1 January 1997) | 29,021 (Portugal) (18 April 1996)","Copyright © 1995 Magnolia Productions, Inc., Sweetland Films B.V. (on print)",USD,,-8300000,-55.33333333
2173344,"GR: USD 50,628,009 (USA) (11 April 1999)",50628009,Mighty Joe Young (1998),1998,Action,90000000,50628009,"319,831 (Germany) (18 July 1999) | 220,955 (Germany) (11 July 1999)",,USD,,-39371991,-43.74665667
2173361,"GR: USD 37,765,144 (USA) (4 September 1995)",37765144,Mighty Morphin Power Rangers: The Movie (1995),1995,Action,15000000,37765144,,,USD,,22765144,151.7676267
2174453,"GR: USD 5,080,409 (USA)",5080409,Miller's Crossing (1990),1990,Crime,14000000,5080409,"141,518 (France) | 39,825 (Germany) | 610,805 (Spain) | 37,357 (Sweden)",Copyright © 1990 Twentieth Century Fox Film Corporation All Rights Reserved (on print),USD,,-8919591,-63.71136429
2174775,"GR: USD 25,454,187 (USA) (19 October 1997)",25454187,Mimic (1997),1997,Horror,25000000,25454187,"214,039 (Germany) (9 March 1998) | 114,981 (Germany) (1 March 1998) (opening week) | 32,461 (Netherlands) (1 January 1998)",(1997) Miramax Film Corp.,USD,,454187,1.816748
2176789,"GR: USD 61,276,872 (USA)",61276872,Misery (1990),1990,Drama,20000000,61276872,"118,288 (Sweden)",Castle Rock Entertainment,USD,,41276872,206.38436
2177839,"GR: USD 10,800,000 (USA)",10800000,Missing in Action 2: The Beginning (1985),1985,Action,2410000,10800000,"369,190 (Spain) | 298,565 (West Germany)",© MCMLXXXIV Cannon Productions N.V.,USD,,8390000,348.1327801
2177959,"GR: USD 60,874,615 (USA) (16 July 2000)",60874615,Mission to Mars (2000),2000,Adventure,90000000,60874615,"609,790 (Germany) | 102,732 (Netherlands) (31 December 2000)",Copyright ©MM Touchstone Pictures All Rights Reserved (on print),USD,,-29125385,-32.36153889
2177983,"GR: USD 180,981,856 (USA) (19 December 1996)",180981856,Mission: Impossible (1996),1996,Action,80000000,180981856,"3,904,805 (France) (3 December 1996) | 3,665,015 (France) (19 November 1996) | 1,713,919 (France) (29 October 1996) | 4,053,155 (France) | 632,968 (Netherlands) (31 December 1997) | 632,893 (Netherlands) (1 January 1997) | 427,667 (Portugal) (10 October 1996) | 402,809 (Portugal) (3 October 1996) | 370,046 (Portugal) (26 September 1996) | 321,027 (Portugal) (19 September 1996) | 250,110 (Portugal) (12 September 1996) | 148,930 (Portugal) (5 September 1996) | 3,141,962 (Spain)",,USD,,100981856,126.22732
2177992,"GR: USD 215,409,889 (USA) (19 October 2000)",215409889,Mission: Impossible II (2000),2000,Action,125000000,215409889,"271,449 (Denmark) | 790,442 (Netherlands) (31 December 2000) | 428,620 (Norway) (5 October 2000) | 3,367,499 (Spain) (10 August 2002) | 3,325,844 (Spain) (25 June 2001)",MFP Munich Film Partners GmbH & Co. MI 2 Productions KG,USD,,90409889,72.3279112
2179939,"GR: USD 163,245 (USA) (24 October 2004)",163245,Modern Times (1936),1936,Comedy,1500000,163245,,Charles Chaplin; 5 February 1936; LP6124 (in copyright registry),USD,,-1336755,-89.117
2180698,"GR: USD 15,593 (USA) (31 October 1999)",15593,Molly (1999),1999,Comedy,21000000,15593,,,USD,,-20984407,-99.92574762
